Date,TempHighF,TempLowF,DewPointHighF,DewPointLowF,HumidityHighPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureLowInches,VisibilityHighMiles,VisibilityLowMiles,WindHighMPH,WindGustMPH,PrecipitationSumInches,Events
2014-10-05,0.7333333333333334,0.6935483870967742,0.8059701492537313,0.7397260273972602,0.8888888888888888,0.4096385542168675,0.29166666666666785,0.31666666666666643,1.0,1.0,0.3478260869565218,0.29166666666666663,0,
2014-06-29,0.8400000000000001,0.935483870967742,0.9104477611940299,0.9315068493150684,0.8095238095238095,0.46987951807228917,0.341666666666665,0.41666666666666785,1.0,0.6666666666666665,0.47826086956521735,0.375,0,
2016-04-21,0.6799999999999999,0.6612903225806452,0.7910447761194029,0.7671232876712328,0.8888888888888888,0.44578313253012053,0.375,0.3916666666666657,1.0,0.1111111111111111,0.47826086956521735,0.33333333333333326,0.41,"Rain , Thunderstorm"
2015-08-09,0.9466666666666668,0.8870967741935485,0.724108117946851,0.6703245071834281,1.0,0.22891566265060243,0.40183637284701135,0.43491008105369744,0.99831675592961,0.6925566343042071,0.31441682347892114,0.25777883396704687,0,
2014-06-25,0.76,0.8387096774193548,0.9402985074626865,0.9041095890410958,0.9047619047619049,0.5903614457831325,0.36666666666666714,0.4250000000000007,1.0,0.6925566343042071,0.43478260869565216,0.3125,0.49,"Fog , Rain , Thunderstorm"
2014-09-05,0.8666666666666667,0.935483870967742,0.9253731343283581,0.863013698630137,0.8571428571428572,0.30120481927710846,0.39166666666666927,0.41666666666666785,1.0,1.0,0.3043478260869565,0.25,0.02,Rain
2015-07-28,0.9066666666666667,0.935483870967742,0.9253731343283581,0.863013698630137,0.8571428571428572,0.30120481927710846,0.30833333333333357,0.375,1.0,0.5555555555555556,0.3478260869565218,0.33333333333333326,0,
2015-12-17,0.48000000000000004,0.3225806451612903,0.35820895522388063,0.2876712328767123,0.6666666666666667,0.2168674698795181,0.5250000000000021,0.4833333333333343,1.0,1.0,0.3478260869565218,0.33333333333333326,0,
2015-05-01,0.6933333333333334,0.5806451612903225,0.6417910447761194,0.6575342465753424,0.7777777777777779,0.27710843373493976,0.36666666666666714,0.4750000000000014,1.0,1.0,0.17391304347826086,0.125,0,
2016-11-14,0.6666666666666667,0.596774193548387,0.7313432835820896,0.7260273972602739,1.0,0.4578313253012049,0.43333333333333357,0.49166666666666714,1.0,0.6925566343042071,0.13043478260869562,0.14583333333333331,0,Fog
2015-01-08,0.053333333333333344,0.06451612903225806,0.14925373134328357,0.0410958904109589,0.3015873015873016,0.3493975903614458,0.9666666666666686,0.7416666666666671,1.0,1.0,0.391304347826087,0.29166666666666663,T,Rain
2015-03-12,0.5466666666666666,0.532258064516129,0.6268656716417911,0.6438356164383562,0.9365079365079365,0.46987951807228917,0.46666666666666856,0.4833333333333343,1.0,0.8888888888888888,0.3043478260869565,0.1875,0.02,Rain
2017-05-02,0.8,0.6935483870967742,0.7462686567164178,0.6164383561643835,0.746031746031746,0.24096385542168675,0.29166666666666785,0.34166666666666856,1.0,1.0,0.43478260869565216,0.33333333333333326,0,
2015-11-29,0.2,0.3709677419354838,0.4626865671641791,0.5205479452054794,0.9365079365079365,0.9156626506024097,0.5250000000000021,0.5750000000000028,1.0,0.1111111111111111,0.13043478260869562,0.125,0.04,Rain
2014-10-20,0.6666666666666667,0.7096774193548387,0.7611940298507462,0.7671232876712328,1.0,0.4216867469879519,0.375,0.4750000000000014,1.0,0.3333333333333333,0.08695652173913043,0.08333333333333331,0,
2015-03-26,0.5066666666666666,0.564516129032258,0.7761194029850746,0.4246575342465753,0.8888888888888888,0.2530120481927711,0.46666666666666856,0.375,1.0,0.1111111111111111,0.6086956521739131,0.41666666666666663,0.05,Rain
2014-03-19,0.5333333333333334,0.5161290322580645,0.6268656716417911,0.3561643835616438,0.6825396825396826,0.16867469879518077,0.4833333333333343,0.3916666666666657,1.0,0.5555555555555556,0.391304347826087,0.35416666666666663,0,
2014-06-16,0.8,0.903225806451613,0.724108117946851,0.6703245071834281,0.9047619047619049,0.46987951807228917,0.3500000000000014,0.43333333333333357,0.99831675592961,0.6925566343042071,0.2608695652173913,0.3125,T,
2016-03-17,0.6266666666666667,0.7741935483870968,0.8059701492537313,0.8493150684931506,0.8412698412698412,0.6265060240963856,0.2583333333333364,0.30833333333333357,1.0,0.0,0.043478260869565244,0.0625,0.02,Rain
2014-08-17,0.9199999999999999,0.967741935483871,0.9104477611940299,0.7808219178082191,0.7619047619047619,0.20481927710843373,0.3249999999999993,0.3583333333333343,1.0,1.0,0.43478260869565216,0.3125,0,
2016-10-31,0.72,0.6612903225806452,0.8358208955223881,0.7671232876712328,1.0,0.4096385542168675,0.41666666666666785,0.4583333333333357,1.0,0.6925566343042071,0.2608695652173913,0.16666666666666663,0,Fog
2014-04-20,0.5733333333333333,0.6774193548387097,0.7462686567164178,0.7260273972602739,0.9523809523809523,0.5662650602409638,0.43333333333333357,0.5083333333333329,1.0,0.1111111111111111,0.2608695652173913,0.20833333333333331,0,
2014-07-03,0.8533333333333333,0.8548387096774193,0.8656716417910447,0.8082191780821918,0.8888888888888888,0.24096385542168675,0.41666666666666785,0.5000000000000036,1.0,0.5555555555555556,0.6086956521739131,0.41666666666666663,0.07,"Rain , Thunderstorm"
2015-03-05,0.2,0.1935483870967742,0.2835820895522388,0.2191780821917808,0.8253968253968254,0.27710843373493976,0.8416666666666686,0.6666666666666679,1.0,0.1111111111111111,0.6086956521739131,0.5,0.13,"Rain , Thunderstorm"
2016-01-14,0.5066666666666666,0.45161290322580644,0.6268656716417911,0.5205479452054794,0.8888888888888888,0.5662650602409638,0.3500000000000014,0.2749999999999986,1.0,1.0,0.2608695652173913,0.20833333333333331,0,
2016-01-04,0.34666666666666673,0.2903225806451613,0.29850746268656714,0.3835616438356164,0.6666666666666667,0.3132530120481928,0.6500000000000021,0.7166666666666686,1.0,1.0,0.13043478260869562,0.08333333333333331,0,
2014-12-07,0.32,0.532258064516129,0.5522388059701492,0.6027397260273972,0.8253968253968254,0.8072289156626506,0.6416666666666657,0.7166666666666686,1.0,0.8888888888888888,0.13043478260869562,0.10416666666666663,0,
2016-08-18,0.7466666666666666,0.8870967741935485,0.9999999999999999,0.9726027397260274,1.0,0.6987951807228916,0.39166666666666927,0.4583333333333357,1.0,0.0,0.2608695652173913,0.1875,0.17,Rain
2016-09-13,0.8266666666666667,0.8870967741935485,0.9253731343283581,0.9178082191780822,1.0,0.43373493975903615,0.3333333333333357,0.40000000000000213,1.0,0.5555555555555556,0.13043478260869562,0.125,T,Rain
2017-02-08,0.7333333333333334,0.5161290322580645,0.4925373134328358,0.4246575342465753,0.6349206349206349,0.13253012048192775,0.46666666666666856,0.26666666666666927,1.0,1.0,0.5217391304347825,0.35416666666666663,0,
2014-09-27,0.6399999999999999,0.7903225806451613,0.8358208955223881,0.8493150684931506,0.8888888888888888,0.6265060240963856,0.3500000000000014,0.4499999999999993,1.0,0.7777777777777777,0.13043478260869562,0.10416666666666663,T,Rain
2017-02-16,0.5066666666666666,0.3387096774193548,0.3880597014925373,0.4383561643835616,0.6666666666666667,0.2168674698795181,0.4750000000000014,0.49166666666666714,1.0,1.0,0.2608695652173913,0.125,0,
2015-11-04,0.6133333333333333,0.6774193548387097,0.8208955223880597,0.7808219178082191,1.0,0.6506024096385543,0.36666666666666714,0.4583333333333357,1.0,0.4444444444444445,0.3043478260869565,0.22916666666666663,T,Rain
2014-04-11,0.7066666666666666,0.6774193548387097,0.7164179104477612,0.7397260273972602,0.8412698412698412,0.3614457831325301,0.341666666666665,0.3916666666666657,1.0,0.6666666666666665,0.43478260869565216,0.33333333333333326,0,
2016-07-20,0.9199999999999999,0.935483870967742,0.9253731343283581,0.8767123287671232,0.8095238095238095,0.30120481927710846,0.4833333333333343,0.5249999999999986,1.0,1.0,0.3043478260869565,0.2708333333333333,0,
2015-11-23,0.4133333333333334,0.2096774193548387,0.417910447761194,0.3698630136986301,0.873015873015873,0.24096385542168675,0.6166666666666671,0.6750000000000007,1.0,1.0,0.13043478260869562,0.10416666666666663,0,
2014-06-02,0.7866666666666666,0.8870967741935485,0.8656716417910447,0.8904109589041095,0.7936507936507937,0.44578313253012053,0.28333333333333144,0.375,1.0,0.7777777777777777,0.3043478260869565,0.2708333333333333,0,
